Date,ARKK,SPY,ZF=F,ZN=F,ZT=F
2016-07-07,18.101451873779297,180.99154663085938,122.3671875,133.6875,109.6328125
2016-07-08,18.479717254638672,183.68661499023438,122.3984375,133.796875,109.59375
2016-07-11,18.553524017333984,184.33444213867188,122.03125,133.15625,109.5078125
2016-07-12,18.876434326171875,185.67332458496094,121.7421875,132.515625,109.4375
2016-07-13,18.894886016845703,185.64736938476562,121.859375,132.828125,109.46875
2016-07-14,18.714977264404297,186.68397521972656,121.671875,132.390625,109.421875
2016-07-15,18.724206924438477,186.43341064453125,121.3671875,131.875,109.34375
2016-07-18,18.887508392333984,186.9344482421875,121.46875,132.03125,109.3671875
2016-07-19,18.535072326660156,186.74435424804688,121.53125,132.234375,109.375
2016-07-20,18.83584213256836,187.52183532714844,121.3828125,131.984375,109.328125
2016-07-21,18.802623748779297,186.81350708007812,121.5859375,132.234375,109.390625
2016-07-22,18.576587677001953,187.6514129638672,121.4921875,132.125,109.3515625
2016-07-25,18.56736183166504,187.1417999267578,121.3984375,132.0625,109.296875
2016-07-26,18.765722274780273,187.22811889648438,121.421875,132.125,109.296875
2016-07-27,18.929019927978516,187.02947998046875,121.6875,132.546875,109.375
2016-07-28,19.09786033630371,187.24545288085938,121.703125,132.5625,109.3828125
2016-07-29,18.996374130249023,187.5477294921875,122.015625,133.046875,109.5
2016-08-01,19.03420066833496,187.3922576904297,121.9375,132.796875,109.4609375
2016-08-02,18.64855194091797,186.1916046142578,121.84375,132.546875,109.46875
2016-08-03,18.8487548828125,186.7357635498047,121.875,132.578125,109.4609375
2016-08-04,19.079408645629883,186.9344482421875,122.0703125,132.953125,109.515625
2016-08-05,19.21964454650879,188.46334838867188,121.53125,132.140625,109.359375
2016-08-08,19.282377243041992,188.35108947753906,121.5,132.046875,109.359375
2016-08-09,19.282377243041992,188.46334838867188,121.640625,132.34375,109.390625
2016-08-10,19.31098175048828,187.99691772460938,121.84375,132.734375,109.453125
2016-08-11,19.471511840820312,188.86940002441406,121.4296875,132.046875,109.328125
2016-08-12,19.54071044921875,188.70523071289062,121.6953125,132.53125,109.4140625
2016-08-15,19.54071044921875,189.2494659423828,121.546875,132.25,109.375
2016-08-16,19.679100036621094,188.27334594726562,121.3984375,132.0,109.3203125
2016-08-17,19.52594566345215,188.6274871826172,121.4375,132.109375,109.328125
2016-08-18,19.582225799560547,189.05078125,121.6328125,132.375,109.3828125
2016-08-19,19.448448181152344,188.7743377685547,121.3828125,131.953125,109.3125
2016-08-22,19.52779197692871,188.76576232910156,121.5234375,132.28125,109.328125
2016-08-23,19.62189483642578,189.14578247070312,121.46875,132.21875,109.3046875
2016-08-24,19.5960636138916,188.1782989501953,121.4765625,132.21875,109.296875
2016-08-25,19.300830841064453,188.0487823486328,121.375,132.0625,109.265625
2016-08-26,19.27315330505371,187.69459533691406,120.9296875,131.375,109.140625
2016-08-29,19.410621643066406,188.61888122558594,121.2578125,131.953125,109.2265625
2016-08-30,19.222408294677734,188.30792236328125,121.234375,131.890625,109.234375
2016-08-31,19.018516540527344,187.7723388671875,121.2421875,131.875,109.25
2016-09-01,18.885662078857422,187.7809600830078,121.2578125,131.890625,109.265625
2016-09-02,19.091402053833008,188.6274871826172,121.25,131.71875,109.25
2016-09-06,19.53055763244629,189.19760131835938,121.578125,132.296875,109.3515625
